Name,API_Name,Memory_GB,vCPUs,Compute_Contract_Price,On_Demand_Cost_Hourly,Hourly_DBUs,GPUs,GPU_Model,GPU_Memory_GB,Physical_Processor,Clock_Speed_GHz,Instance_Storage,Network_Performance,EBS_Optimized_Max_Bandwidth_Mbps,EBS_Optimized_Max_Throughput_128K_Mbps,EBS_As_NVMe,Enhanced_Networking,Linux_Reserved_Cost_Hourly,EBS_Optimized_Surcharge_Hourly,organization_id,activeFrom,activeUntil,isActive,Pipeline_SnapTS,Overwatch_RunID,workspace_name
R6I Quadruple Extra Large,r6i.4xlarge,128.0,16,2.244,2.244,4.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,5000,625.0,true,true,0.6668,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I Eight Extra Large,r6i.8xlarge,256.0,32,4.488,4.488,8.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,10000,1250.0,true,true,1.3336,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I Large,r6i.large,16.0,2,0.2805,0.2805,0.51,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,650,81.25,true,true,0.0833,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I Extra Large,r6i.xlarge,32.0,4,0.561,0.561,1.02,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,1250,156.25,true,true,0.1667,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID 12xlarge,r6id.12xlarge,384.0,48,6.732,6.732,12.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,2850 GB (2 * 1425 GB NVMe SSD),18.75 Gigabit,15000,1875.0,true,true,2.2806,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID 16xlarge,r6id.16xlarge,512.0,64,8.976,8.976,16.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3800 GB (2 * 1900 GB NVMe SSD),25 Gigabit,20000,2500.0,true,true,3.0408,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID 24xlarge,r6id.24xlarge,768.0,96,13.464,13.464,24.48,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,5700 GB (4 * 1425 GB NVMe SSD),37.5 Gigabit,30000,3750.0,true,true,4.5612,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID Double Extra Large,r6id.2xlarge,64.0,8,1.122,1.122,2.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,474 GB NVMe SSD,12.5 Gigabit,2500,312.5,true,true,0.3801,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID 32xlarge,r6id.32xlarge,1024.0,128,17.952,17.952,32.64,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7600 GB (4 * 1900 GB NVMe SSD),50 Gigabit,40000,5000.0,true,true,6.0816,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID Quadruple Extra Large,r6id.4xlarge,128.0,16,2.244,2.244,4.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,950 GB NVMe SSD,12.5 Gigabit,5000,625.0,true,true,0.7602,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID Eight Extra Large,r6id.8xlarge,256.0,32,4.488,4.488,8.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1900 GB NVMe SSD,12.5 Gigabit,10000,1250.0,true,true,1.5204,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID Large,r6id.large,16.0,2,0.2805,0.2805,0.51,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,118 GB NVMe SSD,12.5 Gigabit,650,81.25,true,true,0.095,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID Extra Large,r6id.xlarge,32.0,4,0.561,0.561,1.02,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,237 GB NVMe SSD,12.5 Gigabit,1250,156.25,true,true,0.19,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN 12xlarge,r6idn.12xlarge,384.0,48,6.732,6.732,12.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,2850 GB (2 * 1425 GB NVMe SSD),75 Gigabit,30000,3750.0,true,true,2.9543,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN 16xlarge,r6idn.16xlarge,512.0,64,8.976,8.976,16.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3800 GB (2 * 1900 GB NVMe SSD),100 Gigabit,40000,5000.0,true,true,3.9391,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN 24xlarge,r6idn.24xlarge,768.0,96,13.464,13.464,24.48,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,5700 GB (4 * 1425 GB NVMe SSD),150 Gigabit,60000,7500.0,true,true,5.9086,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN Double Extra Large,r6idn.2xlarge,64.0,8,1.122,1.122,2.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,474 GB NVMe SSD,40 Gigabit,5000,625.0,true,true,0.4924,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN 32xlarge,r6idn.32xlarge,1024.0,128,17.952,17.952,32.64,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7600 GB (4 * 1900 GB NVMe SSD),200 Gigabit,80000,10000.0,true,true,7.8781,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN Quadruple Extra Large,r6idn.4xlarge,128.0,16,2.244,2.244,4.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,950 GB NVMe SSD,50 Gigabit,10000,1250.0,true,true,0.9848,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN Eight Extra Large,r6idn.8xlarge,256.0,32,4.488,4.488,8.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1900 GB NVMe SSD,50 Gigabit,20000,2500.0,true,true,1.9695,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN Large,r6idn.large,16.0,2,0.2805,0.2805,0.51,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,118 GB NVMe SSD,25 Gigabit,1250,156.25,true,true,0.1231,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN Extra Large,r6idn.xlarge,32.0,4,0.561,0.561,1.02,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,237 GB NVMe SSD,30 Gigabit,2500,312.5,true,true,0.2462,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN 12xlarge,r6in.12xlarge,384.0,48,6.732,6.732,12.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,75 Gigabit,30000,3750.0,true,true,2.6359,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN 16xlarge,r6in.16xlarge,512.0,64,8.976,8.976,16.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,100 Gigabit,40000,5000.0,true,true,3.5145,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN 24xlarge,r6in.24xlarge,768.0,96,13.464,13.464,24.48,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,150 Gigabit,60000,7500.0,true,true,5.2717,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN Double Extra Large,r6in.2xlarge,64.0,8,1.122,1.122,2.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,40 Gigabit,5000,625.0,true,true,0.4393,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN 32xlarge,r6in.32xlarge,1024.0,128,17.952,17.952,32.64,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,200 Gigabit,80000,10000.0,true,true,7.029,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN Quadruple Extra Large,r6in.4xlarge,128.0,16,2.244,2.244,4.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,10000,1250.0,true,true,0.8786,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN Eight Extra Large,r6in.8xlarge,256.0,32,4.488,4.488,8.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,20000,2500.0,true,true,1.7572,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN Large,r6in.large,16.0,2,0.2805,0.2805,0.51,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,25 Gigabit,1250,156.25,true,true,0.1098,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN Extra Large,r6in.xlarge,32.0,4,0.561,0.561,1.02,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,30 Gigabit,2500,312.5,true,true,0.2197,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G 12xlarge,r7g.12xlarge,384.0,48,8.616,8.616,15.12,0,None,0,AWS Graviton3 Processor,2.5,EBS only,22.5 Gigabit,15000,1875.0,true,true,1.7003,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G 16xlarge,r7g.16xlarge,512.0,64,11.088,11.088,20.16,0,None,0,AWS Graviton3 Processor,2.5,EBS only,30 Gigabit,20000,2500.0,true,true,2.2671,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G Double Extra Large,r7g.2xlarge,64.0,8,1.386,1.386,2.52,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,2500,312.5,true,true,0.2834,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G Quadruple Extra Large,r7g.4xlarge,128.0,16,2.772,2.772,5.04,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,5000,625.0,true,true,0.5668,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G Eight Extra Large,r7g.8xlarge,256.0,32,5.544,5.544,10.08,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,10000,1250.0,true,true,1.1335,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G Large,r7g.large,16.0,2,0.3465,0.3465,0.63,0,None,0,AWS Graviton3 Processor,2.5,EBS only,12.5 Gigabit,630,78.75,true,true,0.0708,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G Extra Large,r7g.xlarge,32.0,4,0.693,0.693,1.26,0,None,0,AWS Graviton3 Processor,2.5,EBS only,12.5 Gigabit,1250,156.25,true,true,0.1417,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G Large,m7g.large,8.0,2,0.05,0.05,0.48,0,None,0,AWS Graviton3 Processor,2.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.05,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G Extra Large,m7g.xlarge,16.0,4,0.11,0.11,0.96,0,None,0,AWS Graviton3 Processor,2.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.11,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G Double Extra Large,m7g.2xlarge,32.0,8,0.22,0.22,1.92,0,None,0,AWS Graviton3 Processor,2.5,EBS only,Up to 15 Gigabit,10000,1250.0,true,true,0.22,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G Quadruple Extra Large,m7g.4xlarge,64.0,16,0.43,0.43,3.84,0,None,0,AWS Graviton3 Processor,2.5,EBS only,Up to 15 Gigabit,10000,1250.0,true,true,0.43,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G Eight Extra Large,m7g.8xlarge,128.0,32,0.86,0.86,7.68,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,10000,1250.0,true,true,0.86,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G 12xlarge,m7g.12xlarge,192.0,48,1.3,1.3,11.52,0,None,0,AWS Graviton3 Processor,2.5,EBS only,22.5 Gigabit,15000,1875.0,true,true,1.3,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G 16xlarge,m7g.16xlarge,256.0,64,1.73,1.73,15.36,0,None,0,AWS Graviton3 Processor,2.5,EBS only,30 Gigabit,20000,2500.0,true,true,1.73,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7GD Large,m7gd.large,8.0,2,0.07,0.07,0.48,0,None,0,AWS Graviton3 Processor,2.5,118 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.07,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7GD Extra Large,m7gd.xlarge,16.0,4,0.13,0.13,0.96,0,None,0,AWS Graviton3 Processor,2.5,237 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.13,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7GD Double Extra Large,m7gd.2xlarge,32.0,8,0.27,0.27,1.92,0,None,0,AWS Graviton3 Processor,2.5,474 GB NVMe SSD,Up to 15 Gigabit,10000,1250.0,true,true,0.27,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7GD Quadruple Extra Large,m7gd.4xlarge,64.0,16,0.54,0.54,3.84,0,None,0,AWS Graviton3 Processor,2.5,950 GB NVMe SSD,Up to 15 Gigabit,10000,1250.0,true,true,0.54,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7GD Eight Extra Large,m7gd.8xlarge,128.0,32,1.08,1.08,7.68,0,None,0,AWS Graviton3 Processor,2.5,1900 GB NVMe SSD,15 Gigabit,10000,1250.0,true,true,1.08,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7GD 12xlarge,m7gd.12xlarge,192.0,48,1.61,1.61,11.52,0,None,0,AWS Graviton3 Processor,2.5,2850 GB (2 * 1425 GB NVMe SSD),22.5 Gigabit,15000,1875.0,true,true,1.61,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7GD 16xlarge,m7gd.16xlarge,256.0,64,2.15,2.15,15.36,0,None,0,AWS Graviton3 Processor,2.5,3800 GB (2 * 1900 GB NVMe SSD),30 Gigabit,20000,2500.0,true,true,2.15,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G Large,r7g.large,16.0,2,0.07,0.07,0.63,0,None,0,AWS Graviton3 Processor,2.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.07,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G Extra Large,r7g.xlarge,32.0,4,0.14,0.14,1.26,0,None,0,AWS Graviton3 Processor,2.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.14,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G Double Extra Large,r7g.2xlarge,64.0,8,0.28,0.28,2.52,0,None,0,AWS Graviton3 Processor,2.5,EBS only,Up to 15 Gigabit,10000,1250.0,true,true,0.28,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G Quadruple Extra Large,r7g.4xlarge,128.0,16,0.57,0.57,5.04,0,None,0,AWS Graviton3 Processor,2.5,EBS only,Up to 15 Gigabit,10000,1250.0,true,true,0.57,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G Eight Extra Large,r7g.8xlarge,256.0,32,1.13,1.13,10.08,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,10000,1250.0,true,true,1.13,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G 12xlarge,r7g.12xlarge,384.0,48,1.7,1.7,15.12,0,None,0,AWS Graviton3 Processor,2.5,EBS only,22.5 Gigabit,15000,1875.0,true,true,1.7,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7G 16xlarge,r7g.16xlarge,512.0,64,2.27,2.27,20.16,0,None,0,AWS Graviton3 Processor,2.5,EBS only,30 Gigabit,20000,2500.0,true,true,2.27,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7GD Large,r7gd.large,16.0,2,0.09,0.09,0.63,0,None,0,AWS Graviton3 Processor,2.5,118 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.09,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7GD Extra Large,r7gd.xlarge,32.0,4,0.17,0.17,1.26,0,None,0,AWS Graviton3 Processor,2.5,237 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.17,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7GD Double Extra Large,r7gd.2xlarge,64.0,8,0.34,0.34,2.52,0,None,0,AWS Graviton3 Processor,2.5,474 GB NVMe SSD,Up to 15 Gigabit,10000,1250.0,true,true,0.34,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7GD Quadruple Extra Large,r7gd.4xlarge,128.0,16,0.68,0.68,5.04,0,None,0,AWS Graviton3 Processor,2.5,950 GB NVMe SSD,Up to 15 Gigabit,10000,1250.0,true,true,0.68,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7GD Eight Extra Large,r7gd.8xlarge,256.0,32,1.37,1.37,10.08,0,None,0,AWS Graviton3 Processor,2.5,1900 GB NVMe SSD,15 Gigabit,10000,1250.0,true,true,1.37,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7GD 12xlarge,r7gd.12xlarge,384.0,48,2.05,2.05,15.12,0,None,0,AWS Graviton3 Processor,2.5,2850 GB (2 * 1425 GB NVMe SSD),22.5 Gigabit,15000,1875.0,true,true,2.05,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R7GD 16xlarge,r7gd.16xlarge,512.0,64,2.74,2.74,20.16,0,None,0,AWS Graviton3 Processor,2.5,3800 GB (2 * 1900 GB NVMe SSD),30 Gigabit,20000,2500.0,true,true,2.74,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G Extra Large,c7g.xlarge,8.0,4,0.1,0.1,0.9,0,None,0,AWS Graviton3 Processor,2.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.1,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G Double Extra Large,c7g.2xlarge,16.0,8,0.19,0.19,1.81,0,None,0,AWS Graviton3 Processor,2.5,EBS only,Up to 15 Gigabit,10000,1250.0,true,true,0.19,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G Quadruple Extra Large,c7g.4xlarge,32.0,16,0.38,0.38,3.62,0,None,0,AWS Graviton3 Processor,2.5,EBS only,Up to 15 Gigabit,10000,1250.0,true,true,0.38,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G Eight Extra Large,c7g.8xlarge,64.0,32,0.76,0.76,7.24,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,10000,1250.0,true,true,0.76,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G 12xlarge,c7g.12xlarge,96.0,48,1.15,1.15,10.86,0,None,0,AWS Graviton3 Processor,2.5,EBS only,22.5 Gigabit,15000,1875.0,true,true,1.15,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G 16xlarge,c7g.16xlarge,128.0,64,1.53,1.53,14.48,0,None,0,AWS Graviton3 Processor,2.5,EBS only,30 Gigabit,20000,2500.0,true,true,1.53,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7GD Extra Large,c7gd.xlarge,8.0,4,0.11,0.11,0.9,0,None,0,AWS Graviton3 Processor,2.5,237 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.11,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7GD Double Extra Large,c7gd.2xlarge,16.0,8,0.23,0.23,1.81,0,None,0,AWS Graviton3 Processor,2.5,474 GB NVMe SSD,Up to 15 Gigabit,10000,1250.0,true,true,0.23,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7GD Quadruple Extra Large,c7gd.4xlarge,32.0,16,0.46,0.46,3.62,0,None,0,AWS Graviton3 Processor,2.5,950 GB NVMe SSD,Up to 15 Gigabit,10000,1250.0,true,true,0.46,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7GD Eight Extra Large,c7gd.8xlarge,64.0,32,0.91,0.91,7.24,0,None,0,AWS Graviton3 Processor,2.5,1900 GB NVMe SSD,15 Gigabit,10000,1250.0,true,true,0.91,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7GD 12xlarge,c7gd.12xlarge,96.0,48,1.37,1.37,10.86,0,None,0,AWS Graviton3 Processor,2.5,2850 GB (2 * 1425 GB NVMe SSD),22.5 Gigabit,15000,1875.0,true,true,1.37,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7GD 16xlarge,c7gd.16xlarge,128.0,64,1.83,1.83,14.48,0,None,0,AWS Graviton3 Processor,2.5,3800 GB (2 * 1900 GB NVMe SSD),30 Gigabit,20000,2500.0,true,true,1.83,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I Large,m6i.large,8.0,2,0.06,0.06,0.38,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.06,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I Extra Large,m6i.xlarge,16.0,4,0.13,0.13,0.76,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.13,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I Double Extra Large,m6i.2xlarge,32.0,8,0.25,0.25,1.52,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.25,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I Quadruple Extra Large,m6i.4xlarge,64.0,16,0.51,0.51,3.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.51,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I Eight Extra Large,m6i.8xlarge,128.0,32,1.02,1.02,6.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,10000,1250.0,true,true,1.02,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I 12xlarge,m6i.12xlarge,192.0,48,1.52,1.52,9.12,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,18.75 Gigabit,15000,1875.0,true,true,1.52,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
